departamento;MUNICIPIO;Npuesto;gps;votos;direccion;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;5;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;14;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;4;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;9;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;15;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;8;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;9;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;8;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;10;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;6;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;15;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;9;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;9;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. TEC. LA ESPERANZA;10.479601486329681, -73.2771613477471;9;CALLE 6 # 37 - 100;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;11;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;8;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;11;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;10;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;13;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;9;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;10;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;6;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;16;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;11;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;10;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;14;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;10.478544088466164, -73.29080914774714;1;CALLE 5H # 49 - 06;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;19;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;21;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;23;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;15;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;12;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;19;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;9;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;8;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. COMFACESAR;10.486153580748422, -73.2808389784351;10;CALLE 1A # 38 - 49;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;5;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;8;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;16;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;8;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;6;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;11;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;11;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;13;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;5;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;7;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;12;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;17;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;18;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;7;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;7;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;10;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;6;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;9;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;9;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;7;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;6;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;11;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;9;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;COL. PABLO SEXTO;10.48074998523328, -73.24783423425505;3;CALLE 13A # 6 - 88;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;17;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;16;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;8;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;15;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;16;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;16;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;20;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;20;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;14;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;20;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;19;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;10;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;11;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;8;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;23;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;21;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;CONC. SAN JOAQUIN;10.481868309409998, -73.25646457573487;6;CALLE 9A # 13 - 44;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;15;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;19;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;15;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;15;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;17;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;10;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;14;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;11;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;14;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;9;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;2;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;COL. LA SAGRADA FAMILIA;10.493409728416056, -73.26530527658288;3;TRANSVERSAL 8 # 2B - 85 ;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;10;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;7;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;18;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;14;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;9;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;4;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;14;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;26;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;18;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;22;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;25;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;20;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;20;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;21;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;24;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;19;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;12;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;14;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;16;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;31;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;13;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;9;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;11;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;15;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;INS.TEC.PEDRO CASTRO MONSALVO;10.47499914051293, -73.25971667658322;15;CARRERA 19 # 11 - 60;;
CESAR;VALLEDUPAR;CARCEL JUDICIAL;10.464446606255688, -73.25631129164657;7;CARRERA 19 # 18 - 60 ;;
CESAR;VALLEDUPAR;ESTABLECIMIENTO PENITENCIARIO;10.446882611528897, -73.3075215919275;1;;;
CESAR;VALLEDUPAR;EL ALTO DE LA VUELTA;10.588051189470928, -73.14255866226125;3;;;
CESAR;VALLEDUPAR;EL ALTO DE LA VUELTA;10.588051189470928, -73.14255866226125;1;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;3;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;6;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;2;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;14;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;10;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;9;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;10;;;
CESAR;VALLEDUPAR;AGUAS BLANCAS;10.224790147144784, -73.48898598516737;2;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;9;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;15;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;15;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;23;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;20;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;23;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;16;;;
CESAR;VALLEDUPAR;ATANQUEZ;10.696500404811, -73.35521597648955;2;;;
CESAR;VALLEDUPAR;BADILLO;10.63094634967279, -73.12755661423486;4;;;
CESAR;VALLEDUPAR;BADILLO;10.63094634967279, -73.12755661423486;4;;;
CESAR;VALLEDUPAR;CARACOLI;10.07837796190261, -73.7391731300322;6;;;
CESAR;VALLEDUPAR;CARACOLI;10.07837796190261, -73.7391731300322;10;Estado;Ingresos;Gastos
CESAR;VALLEDUPAR;CHEMESQUEMENA;10.714873530413232, -73.39796310435605;4;Seattle;70;20
CESAR;VALLEDUPAR;CHEMESQUEMENA;10.714873530413232, -73.39796310435605;5;Berlín;85;55
CESAR;VALLEDUPAR;EL JABO;10.496629925701802, -73.24914791624447;25;Londres;60;40
CESAR;VALLEDUPAR;EL PERRO;9.994901716001488, -73.65994290201577;12;París;35;60
CESAR;VALLEDUPAR;GUACOCHITO;10.517720787686324, -73.14812317270508;6;Tokio;80;20
CESAR;VALLEDUPAR;GUACOCHITO;10.517720787686324, -73.14812317270508;2;;;
CESAR;VALLEDUPAR;GUACOCHE;10.499680683605883, -73.16665522059405;4;;;
CESAR;VALLEDUPAR;GUACOCHE;10.499680683605883, -73.16665522059405;6;;;
CESAR;VALLEDUPAR;GUACOCHE;10.499680683605883, -73.16665522059405;6;;;
CESAR;VALLEDUPAR;GUATAPURI;10.728943361193243, -73.39210412436402;1;;;
CESAR;VALLEDUPAR;GUATAPURI;10.728943361193243, -73.39210412436402;3;;;
CESAR;VALLEDUPAR;GUAIMARAL;9.903845746341183, -73.64572793778629;14;;;
CESAR;VALLEDUPAR;GUAIMARAL;9.903845746341183, -73.64572793778629;9;;;
CESAR;VALLEDUPAR;GUAIMARAL;9.903845746341183, -73.64572793778629;13;;;
CESAR;VALLEDUPAR;LA VEGA ARRIBA;10.659439775169908, -73.20006619271669;5;;;
CESAR;VALLEDUPAR;LA VEGA ARRIBA;10.659439775169908, -73.20006619271669;2;;;
CESAR;VALLEDUPAR;LA MINA;10.703991525163786, -73.28993078665921;12;;;
CESAR;VALLEDUPAR;LA MINA;10.703991525163786, -73.28993078665921;14;;;
CESAR;VALLEDUPAR;LA MINA;10.703991525163786, -73.28993078665921;10;;;
CESAR;VALLEDUPAR;LOS CORAZONES;10.531290730490962, -73.22253441344824;17;;;
CESAR;VALLEDUPAR;LOS CORAZONES;10.531290730490962, -73.22253441344824;12;;;
CESAR;VALLEDUPAR;LOS HATICOS;10.694439811295103, -73.329742788649;4;;;
CESAR;VALLEDUPAR;LOS VENADOS;10.01119139601537, -73.6983085319463;27;;;
CESAR;VALLEDUPAR;LOS VENADOS;10.01119139601537, -73.6983085319463;30;;;
CESAR;VALLEDUPAR;LOS VENADOS;10.01119139601537, -73.6983085319463;25;;;
CESAR;VALLEDUPAR;LOS VENADOS;10.01119139601537, -73.6983085319463;19;;;
CESAR;VALLEDUPAR;LAS RAICES;10.5584216001641, -73.1804920400741;11;;;
CESAR;VALLEDUPAR;AZUCAR BUENA;10.43456305864377, -73.38842454117344;9;;;
CESAR;VALLEDUPAR;AZUCAR BUENA;10.43456305864377, -73.38842454117344;15;;;
CESAR;VALLEDUPAR;AZUCAR BUENA;10.43456305864377, -73.38842454117344;4;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;6;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;4;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;8;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;16;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;11;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;12;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;12;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;7;;;
CESAR;VALLEDUPAR;MARIANGOLA;10.184775512213793, -73.58816153901775;5;;;
CESAR;VALLEDUPAR;PATILLAL;10.704002311453927, -73.21240167911627;9;;;
CESAR;VALLEDUPAR;PATILLAL;10.704002311453927, -73.21240167911627;9;;;
CESAR;VALLEDUPAR;PATILLAL;10.704002311453927, -73.21240167911627;7;;;
CESAR;VALLEDUPAR;PATILLAL;10.704002311453927, -73.21240167911627;12;;;
CESAR;VALLEDUPAR;PATILLAL;10.704002311453927, -73.21240167911627;8;;;
CESAR;VALLEDUPAR;RIOSECO;10.607770779218875, -73.22427897907431;6;;;
CESAR;VALLEDUPAR;RIOSECO;10.607770779218875, -73.22427897907431;3;;;
CESAR;VALLEDUPAR;SABANA CRESPO;10.57937977625165, -73.4138307750234;8;;;
CESAR;VALLEDUPAR;SABANA CRESPO;10.57937977625165, -73.4138307750234;1;;;
CESAR;VALLEDUPAR;SABANA CRESPO;10.57937977625165, -73.4138307750234;3;;;
CESAR;VALLEDUPAR;VALENCIA DE JESUS;10.301390036486021, -73.39603810922819;2;;;
CESAR;VALLEDUPAR;VALENCIA DE JESUS;10.301390036486021, -73.39603810922819;13;;;
CESAR;VALLEDUPAR;VALENCIA DE JESUS;10.301390036486021, -73.39603810922819;3;;;
CESAR;VALLEDUPAR;VALENCIA DE JESUS;10.301390036486021, -73.39603810922819;2;;;
CESAR;VALLEDUPAR;VALENCIA DE JESUS;10.301390036486021, -73.39603810922819;4;;;
CESAR;VALLEDUPAR;VILLA GERMANIA;10.26705637082195, -73.71399606163492;49;;;
CESAR;VALLEDUPAR;VILLA GERMANIA;10.26705637082195, -73.71399606163492;36;;;
CESAR;VALLEDUPAR;VILLA GERMANIA;10.26705637082195, -73.71399606163492;1;;;
;;;;;;;
;;;;31494;;;
