departamento;MUNICIPIO;Npuesto;gps;votos;direccion;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;9;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;10;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;7;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;8;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;3;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;10;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;1;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;7;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;9;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. MANUEL GERMAN CUELLO;10.46340834698933, -73.2357375765832;8;CARRERA 4C # 24 - 15 ;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454097653878305, -73.24208447658343;9;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;10;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;8;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;9;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;18;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;12;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;11;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;7;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;8;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;19;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;12;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;13;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;8;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;21;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;17;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;12;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;4;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;13;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;8;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;3;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;14;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;2;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;7;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;6;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;14;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;10;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;8;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;10;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;9;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;9;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;9;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;17;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;10;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;8;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;7;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;9;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;14;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;21;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;14;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;12;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;13;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;13;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;I.E. LEONIDAS ACUÑA;10.454139856849435, -73.24210593425543;5;CALLE 33 # 7A - 50;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;23;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;9;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;9;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;16;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;10;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;16;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;8;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;12;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;12;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;7;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;19;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;8;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;12;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;6;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;11;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;11;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;20;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;7;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;21;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;12;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;11;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;10;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;7;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;4;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;UNIVERSIDAD ABIERTA Y A DISTAN;10.451232555950307, -73.23667757692982;2;CALLE 39 # 4B-02;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;9;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;10;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;9;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;10;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;16;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;13;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;16;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;5;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;5;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;11;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;11;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;18;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;14;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;13;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;13;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;9;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;15;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;9;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;5;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;5;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;13;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;9;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;6;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;8;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;12;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. MILCIADES CANTILLO;10.474477540805289, -73.24364006309119;4;CALLE 44 # 23 - 51;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;6;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;10;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;15;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;12;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;16;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;21;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;14;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;21;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;15;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;21;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;17;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;12;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;9;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;20;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;6;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;8;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;11;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;8;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;9;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;6;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;8;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;CONC. ALFONSO ARAUJO COTES;10.449814567422267, -73.25078486309151;11;CARRERA 22 # 35 - 50;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;9;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;7;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;13;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;9;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;2;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;11;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;16;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;13;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;9;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;10;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;2;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;5;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;2;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;7;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;5;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;11;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;9;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;7;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;6;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;INST. TEC. ENRIQUE PUPO;10.451555060548477, -73.25710393425547;13;CARRERA 26 # 29 - 07;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;11;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;9;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;11;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;14;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;13;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;12;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;13;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;14;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;14;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;21;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;15;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;13;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;7;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;15;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;9;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;19;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;9;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;15;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;9;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;17;;;
CESAR;VALLEDUPAR;I.E. RAFAEL VALLE MEZA;10.457339354345736, -73.25159629192736;7;;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;10;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;8;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;5;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;7;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;7;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;10;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;8;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;6;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;8;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;11;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;5;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;9;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;11;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;10;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;7;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;5;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;I.E. JOAQUIN OCHOA MAESTRE;10.436781975780328, -73.25351971891168;2;CALLE 9 # 25 - 95;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;12;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;12;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;4;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;12;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;8;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;12;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;10;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;8;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;11;;;
CESAR;VALLEDUPAR;COL. JOSE EUGENIO MARTINEZ;10.45382240633685, -73.26684390727151;5;;;
